Sample	Gigpad_ID	Lane	Index	ERCC_Mix	File_directory	Batch	Label	Reference_genome	Library_Type
061V_post	061V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
062V_post	062V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
063V_post	063V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
064V_post	064V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
065V_post	065V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
066V_post	066V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
067V_post	067V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
068V_post	068V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
069V_post	069V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
070V_post	070V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
071V_post	071V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
074V_post	074V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
076V_post	076V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
078V_post	078V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
079V_post	079V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
080V_post	080V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
081V_post	081V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
082V_post	082V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
086V_post	086V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
088V_post	088V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
089V_post	089V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
092V_post	092V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
093V_post	093V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
096V_post	096V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
098V_post	098V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
099V_post	099V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
100V_post	100V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
102V_post	102V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
103V_post	103V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
104V_post	104V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
105V_post	105V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
106V_post	106V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
107V_post	107V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
108V_post	108V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
109V_post	109V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
110V_post	110V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
111V_post	111V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
112V_post	112V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
113V_post	113V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
114V_post	114V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
115V_post	115V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
116V_post	116V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
118V_post	118V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
120V_post	120V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
122V_post	122V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
123V_post	123V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
124V_post	124V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
125V_post	125V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
126V_post	126V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
127V_post	127V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
129V_post	129V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
132V_post	132V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
133V_post	133V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
135V_post	135V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
136V_post	136V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
137V_post	137V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
138V_post	138V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
139V_post	139V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
140V_post	140V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
141V_post	141V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
142V_post	142V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
143V_post	143V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
144V_post	144V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
145V_post	145V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
149V_post	149V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
150V_post	150V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
151V_post	151V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
152V_post	152V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
153V_post	153V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
154V_post	154V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
156V_post	156V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
157V_post	157V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
159V_post	159V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
160V_post	160V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
162V_post	162V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
163V_post	163V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
164V_post	164V_post	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	post	hg19	PE
003V_pre	003V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
004V_pre	004V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
006V_pre	006V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
008V_pre	008V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
009V_pre	009V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
012V_pre	012V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
013V_pre	013V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
014V_pre	014V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
015V_pre	015V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
017V_pre	017V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
018V_pre	018V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
021V_pre	021V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
022V_pre	022V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
024V_pre	024V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
027V_pre	027V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
028V_pre	028V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
029V_pre	029V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
030V_pre	030V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
031V_pre	031V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
032V_pre	032V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
033V_pre	033V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
034V_pre	034V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
035V_pre	035V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
037V_pre	037V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
039V_pre	039V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
041V_pre	041V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
042V_pre	042V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
043V_pre	043V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
044V_pre	044V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
045V_pre	045V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
046V_pre	046V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
047V_pre	047V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
048V_pre	048V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
049V_pre	049V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
050V_pre	050V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
051V_pre	051V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
052V_pre	052V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
054V_pre	054V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
055V_pre	055V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
056V_pre	056V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
060V_pre	060V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
061V_pre	061V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
062V_pre	062V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
063V_pre	063V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
064V_pre	064V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
065V_pre	065V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
066V_pre	066V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
067V_pre	067V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
068V_pre	068V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
069V_pre	069V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
070V_pre	070V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
071V_pre	071V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
074V_pre	074V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
076V_pre	076V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
078V_pre	078V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
079V_pre	079V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
080V_pre	080V_pre	1	CGATGT	-	/n/data1/hms/genetics/seidman/danny/RNASEQ/TRANSCRiBE268BamFiles/	transcribe	pre	hg19	PE
